Movie Name,Genre,Rating,Voting Counts,Duration
375. Nudus,Horror,6.4,54,1h 34m
376. Festival of the Living Dead,Horror,4.3,687,1h 28m
377. What Lurks Beneath,Horror,4.2,820,1h 42m
378. Kuyang,Horror,5.2,519,1h 37m
379. The Beast Inside,Horror,5.9,46,N/A
380. Kromoleo,Horror,3.9,280,1h 20m
381. Nokturno,Horror,3.7,234,1h 39m
382. Butchers Book Three: Bonesaw,Horror,4.9,146,1h 47m
383. ZombieCON Vol. 1,Horror,8.0,38,1h 50m
384. Daft State,Horror,5.9,56,N/A
385. Skeletons in the Closet,Horror,3.0,580,1h 32m
386. The Legend of Lake Hollow,Horror,3.7,569,1h 28m
387. Bull Shark 3,Horror,2.7,142,1h 16m
388. Camp Pleasant Lake,Horror,3.3,2400,1h 30m
389. The Backrooms,Horror,8.4,17,1h 3m
390. Horny Teenagers Must Die!,Horror,3.2,253,1h 24m
391. Terrestrial,Horror,N/A,N/A,1h 16m
392. The American Backyard,Horror,6.0,290,1h 47m
393. Cadi,Horror,6.3,4400,2h 14m
394. Possessions,Horror,3.8,896,1h 29m
395. Tsunami Sharks,Horror,2.2,113,1h 10m
396. Death Streamer,Horror,3.0,244,1h 12m
397. For Sale,Horror,4.9,686,1h 55m
398. Salve Maria,Horror,6.4,552,1h 51m
399. The Beldham,Horror,7.0,49,1h 25m
400. Guna guna istri muda,Horror,5.2,212,1h 38m
401. The Jack in the Box Rises,Horror,4.1,859,1h 32m
402. Meathook,Horror,5.4,19,1h 42m
403. Do Not Open,Horror,2.6,292,1h 31m
404. Wineville,Horror,4.3,308,1h 40m
405. The Devil's Disciples,Horror,8.0,51,1h 22m
406. Last Night at Terrace Lanes,Horror,4.4,666,1h 15m
407. The Vigil,Horror,7.4,5,1h 37m
408. Dr. Sander's Sleep Cure,Horror,6.5,1300,1h 42m
409. Ship of the Damned,Horror,2.8,313,1h 28m
410. Scared to Death,Horror,6.6,34,1h 38m
411. Jurassic Triangle,Horror,2.5,296,1h 24m
412. Are You There?,Horror,6.1,82,1h 28m
413. My Redneck Neighbor: Chapter 2 - Let the Games Begin,Horror,5.7,11,55m
414. Mother Father Sister Brother Frank,Horror,5.7,324,1h 25m
415. The Only Ones,Horror,6.9,34,1h 17m
416. I Heart Willie,Horror,3.8,125,1h 28m
417. Haze,Horror,6.4,54,1h 16m
418. Vertical,Horror,5.2,152,1h 51m
419. House on Haunted Hill,Horror,2.8,49,N/A
420. Alyad Palyad,Horror,6.9,1200,2h 9m
421. The Killers,Horror,6.1,80,1h 59m
422. Granny,Horror,7.3,9,40m
423. Air Fryer Slaughter,Horror,6.1,592,1h 30m
424. Solvent,Horror,7.2,461,1h 34m
425. Hello Neighbor,Horror,7.9,17,N/A
426. Nearing Death,Horror,5.7,391,1h 36m
427. Yagna,Horror,7.1,2200,2h 11m
428. The Ritual,Horror,3.6,33,1h 40m
429. The Sin,Horror,5.3,365,1h 43m
430. Replicator,Horror,3.8,189,1h 15m
431. Geethanjali Malli Vachindi,Horror,4.8,2200,2h 24m
432. The Bad Nun 3,Horror,3.2,281,1h 12m
433. Bhootpori,Horror,5.7,219,1h 50m
434. Family,Horror,6.8,33,1h 35m
435. Haunted Universities 3,Horror,5.4,330,1h 59m
436. Dead Name,Horror,8.4,13,1h 24m
437. Pasar Setan,Horror,6.7,64,1h 36m
438. Bring on the Damned!,Horror,4.9,59,1h 54m
439. The House on the Lake,Horror,N/A,N/A,1h 10m
440. Soul Reaper,Horror,5.7,341,1h 52m
441. The Hostage,Horror,4.8,17,1h 27m
442. The Windigo,Horror,4.6,730,1h 25m
443. Hishkenstien: After Dark,Horror,N/A,N/A,1h 2m
444. The Captives,Horror,3.6,76,1h 13m
445. In Search of Darkness 1990-1994: A Journey Into Iconic '90s Horror,Horror,8.0,180,6h 3m
446. Till Death Do Us Part,Horror,6.3,286,1h 48m
447. Love Me If You Dare,Horror,4.4,488,2h 8m
448. Aiden,Horror,2.1,140,1h 14m
449. Lopaliki Ra Chepta,Horror,7.7,1500,1h 52m
450. Invited,Horror,5.2,261,1h 11m
451. Hu Die Da Shia,Horror,4.2,67,1h 42m
452. The Family Business,Horror,8.8,31,1h 29m
453. Chainsaws Were Singing,Horror,7.2,393,1h 57m
454. Remnant,Horror,2.6,337,1h 52m
455. Curse of the Sin Eater,Horror,4.9,832,1h 30m
456. Angel with a Gun,Horror,N/A,N/A,N/A
457. Custom,Horror,6.6,48,1h 16m
458. Blood Debt,Horror,5.3,233,1h 40m
459. Rita,Horror,5.7,308,1h 47m
460. Mountain Shark,Horror,3.6,179,1h 21m
461. In Our Blood,Horror,6.8,52,1h 29m
462. Night Shoot,Horror,5.5,102,1h 38m
463. Clown II,Horror,7.6,16,2h 21m
464. Darah Nyai,Horror,7.0,8,1h 30m
465. American Werewolf,Horror,1.6,126,1h 7m
466. Virgo,Horror,4.8,113,1h 27m
467. Where is My Head?,Horror,6.8,84,1h 30m
468. Oak,Horror,4.0,22,N/A
469. Salem Witch Doll,Horror,2.3,152,1h 16m
470. Temurun,Horror,4.6,368,1h 26m
471. Dreams of flesh,Horror,5.7,14,1h
472. SinÉl,Horror,5.1,31,1h 12m
473. You Shall Not Sleep Tonight,Horror,4.0,406,1h 17m
474. Steamboat Willie: Blood on the Water,Horror,N/A,N/A,N/A
475. Coffintooth,Horror,7.5,14,N/A
476. They Turned Us Into Killers,Horror,2.7,272,1h 26m
477. Spring Garden,Horror,4.5,221,1h 30m
478. House of Ashes,Horror,6.5,46,1h 35m
479. The Redemption of Sin,Horror,5.7,254,1h 56m
480. Hide and Seek,Horror,4.9,166,1h 24m
481. Slashercise,Horror,4.9,17,58m
482. Perewangan,Horror,5.4,190,1h 49m
483. Texas Cult House,Horror,7.8,26,N/A
484. Nyctophobia,Horror,6.7,1800,1h 30m
485. Deadly Culture: Final Mutation,Horror,2.7,59,1h 9m
486. Malice,Horror,2.8,49,1h 34m
487. Whisper of the Witch,Horror,3.9,351,1h 35m
488. A Stranger in the Woods,Horror,4.8,713,1h 23m
489. Betting with Ghost,Horror,6.5,101,1h 52m
490. History of Evil,Horror,3.4,835,1h 38m
491. THEDÆMON,Horror,6.7,46,1h 27m
492. Book of the Dead,Horror,5.3,81,1h 30m
493. Shark Girl,Horror,2.6,194,1h 22m
"494. Spider Baby, or The Maddest Story Ever Told",Horror,5.0,108,1h 12m
"495. Hemet, or the Landlady Don't Drink Tea",Horror,4.3,103,1h 29m
496. Grotesque 2,Horror,6.1,643,N/A
497. Killer Influence,Horror,2.6,334,1h 24m
498. Phantoms,Horror,3.9,15,N/A
"499. Nanay, tatay",Horror,7.0,75,2h
500. Trinil,Horror,4.5,388,1h 45m
501. Psychopomp,Horror,9.0,6,1h 36m
502. Our Happy Place,Horror,9.3,37,1h 30m
503. Father's Haunted House,Horror,5.9,372,1h 33m
504. H. P. Lovecraft's the Old Ones,Horror,3.6,423,1h 24m
505. Crust,Horror,6.0,256,1h 42m
506. Pale Horse,Horror,3.7,82,1h 27m
507. The Girl Who Wore Yellow Lace,Horror,5.2,39,1h 22m
508. Staycation,Horror,7.3,122,1h 34m
509. Bag of Lies,Horror,3.8,603,1h 36m
510. Space Sharks,Horror,1.6,346,1h 10m
511. Shark Island,Horror,3.0,146,1h 21m
512. Jugaremos en el bosque,Horror,4.9,107,1h 30m
513. Hellhounds,Horror,3.3,189,1h 21m
514. Una ballena,Horror,5.5,216,1h 48m
515. Night Silence,Horror,5.5,302,1h 52m
516. True Fear,Horror,4.6,329,1h 32m
517. The Waves of Madness,Horror,5.2,131,1h 8m
518. Burning Butterflies,Horror,7.6,101,1h 43m
519. Effigy,Horror,2.8,268,1h 18m
520. Watch If You Dare To,Horror,3.6,12,1h 5m
521. Bloody Ishq,Horror,3.0,2200,2h 18m
522. Within the Pines,Horror,6.4,21,1h 13m
523. Bigfoot,Horror,5.5,27,N/A
524. A Mother's Embrace,Horror,5.8,657,1h 30m
525. The Hereditary,Horror,N/A,N/A,N/A
526. Sengkolo: Malam satu suro,Horror,5.8,64,1h 40m
